Speltitel;Placering;Land;Datum
Virtual City 2: Paradise Resort HD;983;Kina;2017-04-28
The Island - Castaway™ HD;984;Kina;2017-04-28
The Paranormal Society: Hidden Adventure;995;Kina;2017-04-28
The Secret Society™ - Hidden Mystery;75;Korea;2017-04-28
Hidden City: Mystery of Shadows;97;Korea;2017-04-28
Twin Moons Society™: Hidden Mystery;101;Korea;2017-04-28
Survivors: The Quest;139;Korea;2017-04-28
9 Clues 2: The Ward HD;242;Korea;2017-04-28
Stand O&#39Food® 3 HD;264;Korea;2017-04-28
Stand O&#39Food® 3 HD Full;265;Korea;2017-04-28
Supermarket Mania® Journey;296;Korea;2017-04-28
The Island Castaway: Lost World®;326;Korea;2017-04-28
Mahjong Journey;421;Korea;2017-04-28
Virtual City Playground HD;498;Korea;2017-04-28
Letters From Nowhere: A Hidden Object Mystery;824;Korea;2017-04-28
Brave Tribe;905;Korea;2017-04-28
Lost Souls: Enchanted Paintings HD;913;Korea;2017-04-28
Stand O’ Food® Empire;932;Korea;2017-04-28
Hidden City: Mystery of Shadows;21;Ryssland;2017-04-28
The Secret Society™ - Hidden Mystery;58;Ryssland;2017-04-28
Mahjong Journey;104;Ryssland;2017-04-28
Letters From Nowhere: A Hidden Object Mystery;154;Ryssland;2017-04-28
Twin Moons Society™: Hidden Mystery;185;Ryssland;2017-04-28
Pilot Brothers 2 for iPad (Full);482;Ryssland;2017-04-28
Survivors: The Quest;502;Ryssland;2017-04-28
Supermarket Mania® Journey;657;Ryssland;2017-04-28
Royal Trouble: Hidden Honeymoon Havoc HD;704;Ryssland;2017-04-28
Virtual City Playground HD;733;Ryssland;2017-04-28
Stand O’ Food® Empire;792;Ryssland;2017-04-28
Hidden City: Mystery of Shadows;72;Brasilien;2017-04-28
Mahjong Journey;101;Brasilien;2017-04-28
The Secret Society™ - Hidden Mystery;286;Brasilien;2017-04-28
Graven: The Purple Moon Prophecy HD;301;Brasilien;2017-04-28
Twin Moons Society™: Hidden Mystery;417;Brasilien;2017-04-28
Survivors: The Quest;426;Brasilien;2017-04-28
The Paranormal Society: Hidden Adventure;592;Brasilien;2017-04-28
Supermarket Mania® Journey;686;Brasilien;2017-04-28
Lost Souls: Enchanted Paintings HD;694;Brasilien;2017-04-28
Homicide Squad: Hidden Crimes;760;Brasilien;2017-04-28
Virtual City Playground HD;853;Brasilien;2017-04-28
Hidden City: Mystery of Shadows;66;USA;2017-04-29
The Secret Society™ - Hidden Mystery;74;USA;2017-04-29
Mahjong Journey;77;USA;2017-04-29
Twin Moons Society™: Hidden Mystery;254;USA;2017-04-29
Supermarket Mania® Journey;295;USA;2017-04-29
Survivors: The Quest;344;USA;2017-04-29
Kate Malone: Hidden Object Detective;624;USA;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;704;USA;2017-04-29
The Island Castaway: Lost World®;809;USA;2017-04-29
Homicide Squad: Hidden Crimes;832;USA;2017-04-29
Brave Tribe;977;USA;2017-04-29
Mahjong Journey;55;UK;2017-04-29
Hidden City: Mystery of Shadows;57;UK;2017-04-29
The Secret Society™ - Hidden Mystery;59;UK;2017-04-29
Twin Moons Society™: Hidden Mystery;131;UK;2017-04-29
Supermarket Mania® Journey;208;UK;2017-04-29
Survivors: The Quest;279;UK;2017-04-29
Homicide Squad: Hidden Crimes;728;UK;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;768;UK;2017-04-29
Virtual City Playground HD;905;UK;2017-04-29
Brave Tribe;925;UK;2017-04-29
The Paranormal Society: Hidden Adventure;927;UK;2017-04-29
Nightmares from the Deep™: The Siren’s Call HD;977;UK;2017-04-29
Lost Souls: Timeless Fables Collector&#39s Edition HD;981;UK;2017-04-29
Hidden City: Mystery of Shadows;42;Tyskland;2017-04-29
The Secret Society™ - Hidden Mystery;110;Tyskland;2017-04-29
Mahjong Journey;140;Tyskland;2017-04-29
Twin Moons Society™: Hidden Mystery;166;Tyskland;2017-04-29
Brave Tribe;193;Tyskland;2017-04-29
Supermarket Mania® Journey;196;Tyskland;2017-04-29
Survivors: The Quest;350;Tyskland;2017-04-29
Homicide Squad: Hidden Crimes;433;Tyskland;2017-04-29
Nightmares from the Deep®: A Hidden Object Adventure;660;Tyskland;2017-04-29
The Island Castaway: Lost World®;747;Tyskland;2017-04-29
Virtual City Playground HD;807;Tyskland;2017-04-29
Lost Souls: Enchanted Paintings HD;949;Tyskland;2017-04-29
Hidden City: Mystery of Shadows;59;Canada;2017-04-29
The Secret Society™ - Hidden Mystery;79;Canada;2017-04-29
Mahjong Journey;140;Canada;2017-04-29
Supermarket Mania® Journey;142;Canada;2017-04-29
Survivors: The Quest;274;Canada;2017-04-29
Twin Moons Society™: Hidden Mystery;296;Canada;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;563;Canada;2017-04-29
The Paranormal Society: Hidden Adventure;973;Canada;2017-04-29
Hidden City: Mystery of Shadows;77;Frankrike;2017-04-29
Brave Tribe;98;Frankrike;2017-04-29
Mahjong Journey;105;Frankrike;2017-04-29
The Secret Society™ - Hidden Mystery;138;Frankrike;2017-04-29
Supermarket Mania® Journey;195;Frankrike;2017-04-29
Twin Moons Society™: Hidden Mystery;274;Frankrike;2017-04-29
Survivors: The Quest;334;Frankrike;2017-04-29
The Island Castaway: Lost World®;348;Frankrike;2017-04-29
Abyss: the Wraiths of Eden HD;624;Frankrike;2017-04-29
Nightmares from the Deep®: A Hidden Object Adventure;687;Frankrike;2017-04-29
Virtual City Playground HD;726;Frankrike;2017-04-29
Virtual City HD (Full);734;Frankrike;2017-04-29
Virtual City HD;745;Frankrike;2017-04-29
The Island - Castaway™ HD;965;Frankrike;2017-04-29
Stand O’ Food® Empire;975;Frankrike;2017-04-29
Hidden City: Mystery of Shadows;135;Japan;2017-04-29
The Secret Society™ - Hidden Mystery;262;Japan;2017-04-29
Twin Moons Society™: Hidden Mystery;271;Japan;2017-04-29
Mahjong Journey;309;Japan;2017-04-29
Survivors: The Quest;409;Japan;2017-04-29
Brave Tribe;512;Japan;2017-04-29
Homicide Squad: Hidden Crimes;634;Japan;2017-04-29
Supermarket Mania® Journey;635;Japan;2017-04-29
Kate Malone: Hidden Object Detective;778;Japan;2017-04-29
Lost Souls: Enchanted Paintings HD;868;Japan;2017-04-29
Dreamscapes: The Sandman Collector&#39s Edition HD;869;Japan;2017-04-29
Stand O&#39Food® 3 HD Full;966;Japan;2017-04-29
Hidden City: Mystery of Shadows;63;Australien;2017-04-29
Mahjong Journey;78;Australien;2017-04-29
The Secret Society™ - Hidden Mystery;148;Australien;2017-04-29
Twin Moons Society™: Hidden Mystery;241;Australien;2017-04-29
Survivors: The Quest;254;Australien;2017-04-29
Supermarket Mania® Journey;330;Australien;2017-04-29
The Island Castaway: Lost World®;363;Australien;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;956;Australien;2017-04-29
Hidden City: Mystery of Shadows;93;Italien;2017-04-29
The Secret Society™ - Hidden Mystery;122;Italien;2017-04-29
Mahjong Journey;148;Italien;2017-04-29
Survivors: The Quest;200;Italien;2017-04-29
Twin Moons Society™: Hidden Mystery;297;Italien;2017-04-29
Brightstone Mysteries: Paranormal Hotel HD;336;Italien;2017-04-29
Abyss: the Wraiths of Eden HD;341;Italien;2017-04-29
Lost Souls: Timeless Fables Collector&#39s Edition HD;342;Italien;2017-04-29
Myths of Orion: Light from the North HD;343;Italien;2017-04-29
Totem Tribe Gold HD;404;Italien;2017-04-29
Paranormal Agency: The Ghosts of Wayne Mansion;414;Italien;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;493;Italien;2017-04-29
Nightmares from the Deep®: A Hidden Object Adventure;577;Italien;2017-04-29
Brave Tribe;601;Italien;2017-04-29
Homicide Squad: Hidden Crimes;622;Italien;2017-04-29
Supermarket Mania® Journey;627;Italien;2017-04-29
Nightmares from the Deep: The Cursed Heart, Collector’s Edition HD;791;Italien;2017-04-29
Treasure Seekers 4: The Time Has Come HD;797;Italien;2017-04-29
Dark Arcana: The Carnival HD;798;Italien;2017-04-29
The Cursed Ship, Collector’s Edition HD;799;Italien;2017-04-29
Jane&#39s Hotel 2: Family Hero HD;831;Italien;2017-04-29
Twin Moons Society™: Hidden Mystery;99;Holland;2017-04-29
Hidden City: Mystery of Shadows;120;Holland;2017-04-29
The Secret Society™ - Hidden Mystery;205;Holland;2017-04-29
Mahjong Journey;296;Holland;2017-04-29
Special Enquiry Detail: Engaged to Kill™ HD;744;Holland;2017-04-29
Spirit Walkers: Curse of the Cypress Witch HD;853;Holland;2017-04-29
Jack of All Tribes HD;887;Holland;2017-04-29
The Secret Society™ - Hidden Mystery;34;Spanien;2017-04-29
Hidden City: Mystery of Shadows;62;Spanien;2017-04-29
Twin Moons Society™: Hidden Mystery;78;Spanien;2017-04-29
Survivors: The Quest;131;Spanien;2017-04-29
Mahjong Journey;133;Spanien;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;172;Spanien;2017-04-29
Brave Tribe;502;Spanien;2017-04-29
The Mystery of the Crystal Portal 2 - Beyond the Horizon HD;712;Spanien;2017-04-29
Nightmares from the Deep: The Cursed Heart, Collector’s Edition HD;819;Spanien;2017-04-29
Lost Souls: Timeless Fables Collector&#39s Edition HD;820;Spanien;2017-04-29
Game of Dragons HD;824;Spanien;2017-04-29
The Paranormal Society: Hidden Adventure;858;Spanien;2017-04-29
The Mystery of the Crystal Portal HD (Free);884;Spanien;2017-04-29
Supermarket Mania® Journey;954;Spanien;2017-04-29
Left in the Dark: No One on Board HD;964;Spanien;2017-04-29
Hidden City: Mystery of Shadows;104;Kina;2017-04-29
Mahjong Journey;313;Kina;2017-04-29
Survivors: The Quest;379;Kina;2017-04-29
Twin Moons Society™: Hidden Mystery;384;Kina;2017-04-29
Homicide Squad: Hidden Crimes;427;Kina;2017-04-29
Nightmares from the Deep®: A Hidden Object Adventure;593;Kina;2017-04-29
The Secret Society™ - Hidden Mystery;608;Kina;2017-04-29
9 Clues: The Secret of Serpent Creek HD;623;Kina;2017-04-29
Paranormal Agency: The Ghosts of Wayne Mansion HD;673;Kina;2017-04-29
Supermarket Mania® Journey;676;Kina;2017-04-29
Jane&#39s Hotel 2: Family Hero HD;797;Kina;2017-04-29
Totem Tribe Gold HD (Full);803;Kina;2017-04-29
Abyss: the Wraiths of Eden HD;950;Kina;2017-04-29
The Island - Castaway™ HD;977;Kina;2017-04-29
Graven: The Purple Moon Prophecy HD;978;Kina;2017-04-29
Hidden City: Mystery of Shadows;109;Korea;2017-04-29
The Secret Society™ - Hidden Mystery;142;Korea;2017-04-29
Twin Moons Society™: Hidden Mystery;166;Korea;2017-04-29
Survivors: The Quest;214;Korea;2017-04-29
Supermarket Mania® Journey;246;Korea;2017-04-29
9 Clues 2: The Ward HD;325;Korea;2017-04-29
Stand O&#39Food® 3 HD;347;Korea;2017-04-29
Stand O&#39Food® 3 HD Full;348;Korea;2017-04-29
The Island Castaway: Lost World®;396;Korea;2017-04-29
Mahjong Journey;487;Korea;2017-04-29
Virtual City Playground HD;552;Korea;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;818;Korea;2017-04-29
Brave Tribe;894;Korea;2017-04-29
Lost Souls: Enchanted Paintings HD;904;Korea;2017-04-29
Stand O’ Food® Empire;924;Korea;2017-04-29
Special Enquiry Detail: Engaged to Kill™ HD;993;Korea;2017-04-29
Royal Trouble: Hidden Adventures HD;997;Korea;2017-04-29
Hidden City: Mystery of Shadows;23;Ryssland;2017-04-29
Twin Moons Society™: Hidden Mystery;123;Ryssland;2017-04-29
The Secret Society™ - Hidden Mystery;132;Ryssland;2017-04-29
Mahjong Journey;150;Ryssland;2017-04-29
Letters From Nowhere: A Hidden Object Mystery;246;Ryssland;2017-04-29
Supermarket Mania® Journey;247;Ryssland;2017-04-29
Survivors: The Quest;330;Ryssland;2017-04-29
Pilot Brothers HD;490;Ryssland;2017-04-29
The Paranormal Society: Hidden Adventure;728;Ryssland;2017-04-29
Pilot Brothers 2 for iPad (Full);817;Ryssland;2017-04-29
Brave Tribe;916;Ryssland;2017-04-29
Hidden City: Mystery of Shadows;69;Brasilien;2017-04-29
Mahjong Journey;180;Brasilien;2017-04-29
The Secret Society™ - Hidden Mystery;427;Brasilien;2017-04-29
Graven: The Purple Moon Prophecy HD;441;Brasilien;2017-04-29
Stand O’ Food® Empire;515;Brasilien;2017-04-29
Twin Moons Society™: Hidden Mystery;547;Brasilien;2017-04-29
Survivors: The Quest;554;Brasilien;2017-04-29
The Paranormal Society: Hidden Adventure;692;Brasilien;2017-04-29
Virtual City Playground HD;787;Brasilien;2017-04-29
Hidden City: Mystery of Shadows;80;USA;2017-04-30
The Secret Society™ - Hidden Mystery;83;USA;2017-04-30
Mahjong Journey;89;USA;2017-04-30
Supermarket Mania® Journey;333;USA;2017-04-30
Twin Moons Society™: Hidden Mystery;334;USA;2017-04-30
Survivors: The Quest;377;USA;2017-04-30
Brave Tribe;532;USA;2017-04-30
Homicide Squad: Hidden Crimes;746;USA;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;855;USA;2017-04-30
Virtual City Playground HD;987;USA;2017-04-30
The Secret Society™ - Hidden Mystery;41;UK;2017-04-30
Mahjong Journey;61;UK;2017-04-30
Hidden City: Mystery of Shadows;68;UK;2017-04-30
Twin Moons Society™: Hidden Mystery;131;UK;2017-04-30
Survivors: The Quest;286;UK;2017-04-30
Supermarket Mania® Journey;347;UK;2017-04-30
Homicide Squad: Hidden Crimes;477;UK;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;762;UK;2017-04-30
Hidden City: Mystery of Shadows;52;Tyskland;2017-04-30
Mahjong Journey;95;Tyskland;2017-04-30
The Secret Society™ - Hidden Mystery;110;Tyskland;2017-04-30
Supermarket Mania® Journey;118;Tyskland;2017-04-30
Twin Moons Society™: Hidden Mystery;271;Tyskland;2017-04-30
Brave Tribe;362;Tyskland;2017-04-30
Survivors: The Quest;448;Tyskland;2017-04-30
Homicide Squad: Hidden Crimes;696;Tyskland;2017-04-30
Nightmares from the Deep: The Cursed Heart, Collector’s Edition HD;852;Tyskland;2017-04-30
Virtual City Playground HD;872;Tyskland;2017-04-30
Youda Survivor HD;997;Tyskland;2017-04-30
The Secret Society™ - Hidden Mystery;72;Canada;2017-04-30
Hidden City: Mystery of Shadows;84;Canada;2017-04-30
Mahjong Journey;111;Canada;2017-04-30
Twin Moons Society™: Hidden Mystery;165;Canada;2017-04-30
Survivors: The Quest;341;Canada;2017-04-30
Supermarket Mania® Journey;377;Canada;2017-04-30
The Island Castaway: Lost World®;560;Canada;2017-04-30
Homicide Squad: Hidden Crimes;740;Canada;2017-04-30
Brave Tribe;786;Canada;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;918;Canada;2017-04-30
Mahjong Journey;73;Frankrike;2017-04-30
Hidden City: Mystery of Shadows;99;Frankrike;2017-04-30
Brave Tribe;115;Frankrike;2017-04-30
The Secret Society™ - Hidden Mystery;145;Frankrike;2017-04-30
Twin Moons Society™: Hidden Mystery;239;Frankrike;2017-04-30
Supermarket Mania® Journey;288;Frankrike;2017-04-30
Survivors: The Quest;421;Frankrike;2017-04-30
The Island Castaway: Lost World®;425;Frankrike;2017-04-30
Homicide Squad: Hidden Crimes;613;Frankrike;2017-04-30
Vampires: Todd and Jessica&#39s Story HD (Full);680;Frankrike;2017-04-30
Nightmares from the Deep: The Cursed Heart, Collector’s Edition HD (Full);686;Frankrike;2017-04-30
The Mystery of the Crystal Portal 2 - Beyond the Horizon HD;843;Frankrike;2017-04-30
Hidden City: Mystery of Shadows;143;Japan;2017-04-30
Mahjong Journey;298;Japan;2017-04-30
The Secret Society™ - Hidden Mystery;306;Japan;2017-04-30
Twin Moons Society™: Hidden Mystery;338;Japan;2017-04-30
Survivors: The Quest;418;Japan;2017-04-30
Supermarket Mania® Journey;480;Japan;2017-04-30
Homicide Squad: Hidden Crimes;665;Japan;2017-04-30
Stand O’ Food® Empire;698;Japan;2017-04-30
Brave Tribe;769;Japan;2017-04-30
Kate Malone: Hidden Object Detective;874;Japan;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;943;Japan;2017-04-30
Mahjong Journey;49;Australien;2017-04-30
Hidden City: Mystery of Shadows;53;Australien;2017-04-30
Twin Moons Society™: Hidden Mystery;179;Australien;2017-04-30
The Secret Society™ - Hidden Mystery;193;Australien;2017-04-30
Supermarket Mania® Journey;217;Australien;2017-04-30
The Island Castaway: Lost World®;293;Australien;2017-04-30
Survivors: The Quest;414;Australien;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;744;Australien;2017-04-30
Build-a-lot 3: Passport to Europe HD (Full);937;Australien;2017-04-30
Hidden City: Mystery of Shadows;64;Italien;2017-04-30
The Secret Society™ - Hidden Mystery;156;Italien;2017-04-30
Supermarket Mania® Journey;176;Italien;2017-04-30
Survivors: The Quest;210;Italien;2017-04-30
Mahjong Journey;234;Italien;2017-04-30
Questerium: Sinister Trinity, Collector&#39s Edition HD;387;Italien;2017-04-30
Twin Moons Society™: Hidden Mystery;530;Italien;2017-04-30
Brightstone Mysteries: Paranormal Hotel HD;616;Italien;2017-04-30
Abyss: the Wraiths of Eden HD;625;Italien;2017-04-30
Dreamscapes: The Sandman Collector&#39s Edition HD;626;Italien;2017-04-30
Lost Souls: Timeless Fables Collector&#39s Edition HD;627;Italien;2017-04-30
Myths of Orion: Light from the North HD;628;Italien;2017-04-30
The Island Castaway: Lost World®;641;Italien;2017-04-30
Totem Tribe Gold HD;711;Italien;2017-04-30
Paranormal Agency: The Ghosts of Wayne Mansion;719;Italien;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;742;Italien;2017-04-30
Nightmares from the Deep®: A Hidden Object Adventure;876;Italien;2017-04-30
Brave Tribe;895;Italien;2017-04-30
Homicide Squad: Hidden Crimes;908;Italien;2017-04-30
Twin Moons Society™: Hidden Mystery;152;Holland;2017-04-30
Hidden City: Mystery of Shadows;156;Holland;2017-04-30
Mahjong Journey;226;Holland;2017-04-30
The Secret Society™ - Hidden Mystery;401;Holland;2017-04-30
The Island - Castaway™ HD;455;Holland;2017-04-30
Jack of All Tribes HD Deluxe;594;Holland;2017-04-30
CrossWorlds: the Flying City HD (Full);881;Holland;2017-04-30
The Paranormal Society: Hidden Adventure;956;Holland;2017-04-30
The Secret Society™ - Hidden Mystery;57;Spanien;2017-04-30
Mahjong Journey;95;Spanien;2017-04-30
Hidden City: Mystery of Shadows;109;Spanien;2017-04-30
Twin Moons Society™: Hidden Mystery;159;Spanien;2017-04-30
Survivors: The Quest;172;Spanien;2017-04-30
Virtual City 2: Paradise Resort HD;305;Spanien;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;342;Spanien;2017-04-30
Build-a-lot 4: Power Source HD;604;Spanien;2017-04-30
Supermarket Mania® Journey;656;Spanien;2017-04-30
Brave Tribe;792;Spanien;2017-04-30
The Mystery of the Crystal Portal 2 - Beyond the Horizon HD;954;Spanien;2017-04-30
Hidden City: Mystery of Shadows;113;Kina;2017-04-30
The Secret Society™ - Hidden Mystery;245;Kina;2017-04-30
Twin Moons Society™: Hidden Mystery;285;Kina;2017-04-30
Mahjong Journey;477;Kina;2017-04-30
Supermarket Mania® Journey;490;Kina;2017-04-30
Kate Malone: Hidden Object Detective;502;Kina;2017-04-30
Survivors: The Quest;518;Kina;2017-04-30
Supermarket Management 2 HD;591;Kina;2017-04-30
Homicide Squad: Hidden Crimes;605;Kina;2017-04-30
The Island - Castaway™ HD;765;Kina;2017-04-30
The Cursed Ship, Collector’s Edition HD;791;Kina;2017-04-30
Royal Trouble: Hidden Honeymoon Havoc HD;792;Kina;2017-04-30
Nightmares from the Deep: The Cursed Heart, Collector’s Edition HD;794;Kina;2017-04-30
Special Enquiry Detail: Engaged to Kill™ HD;795;Kina;2017-04-30
Homicide Squad: Hidden Crimes;41;Korea;2017-04-30
Twin Moons Society™: Hidden Mystery;81;Korea;2017-04-30
Hidden City: Mystery of Shadows;148;Korea;2017-04-30
Survivors: The Quest;216;Korea;2017-04-30
The Secret Society™ - Hidden Mystery;233;Korea;2017-04-30
Mahjong Journey;324;Korea;2017-04-30
Supermarket Mania® Journey;361;Korea;2017-04-30
Brave Tribe;409;Korea;2017-04-30
9 Clues 2: The Ward HD;435;Korea;2017-04-30
Stand O&#39Food® 3 HD;450;Korea;2017-04-30
Stand O&#39Food® 3 HD Full;451;Korea;2017-04-30
The Island Castaway: Lost World®;496;Korea;2017-04-30
Virtual City Playground HD;593;Korea;2017-04-30
Letters From Nowhere: A Hidden Object Mystery;845;Korea;2017-04-30
Lost Souls: Enchanted Paintings HD;929;Korea;2017-04-30
Stand O’ Food® Empire;951;Korea;2017-04-30
Hidden City: Mystery of Shadows;27;Ryssland;2017-04-30
The Secret Society™ - Hidden Mystery;129;Ryssland;2017-04-30
